Zip,Total Population,Total Population of One Race,White,Black or African American,American Indian and Alaska Native,Total Asian,Asian Indian,Chinese,Filipino,Japanese,Korean,Vietnamese,Other Asian,Total NHOPI,Native Hawaiian,Guamanian or Chamorro,Samoan,Other Pacific Islander,Some Other Race,Total Population of Two or More Races
ZCTA5 94118,38319,36582,21411,640,106,13495,436,8817,944,991,587,660,1060,65,18,13,8,26,865,1737
ZCTA5 94121,41203,39361,18873,707,116,18828,370,13466,1055,1164,620,905,1248,48,15,16,9,8,789,1842
ZCTA5 94122,56023,53673,24077,828,120,27428,582,20176,1767,929,750,1301,1923,89,22,31,13,23,1131,2350
ZCTA5 94123,23088,22397,19469,175,31,2429,396,1184,220,218,143,76,192,22,7,10,0,5,271,691
ZCTA5 94124,33996,32250,4102,11456,239,10430,85,7513,1042,64,79,976,671,897,15,3,802,77,5126,1746
ZCTA5 94127,19289,18233,11646,649,44,5398,192,3370,655,352,217,208,404,28,6,2,11,9,468,1056
ZCTA5 94128,69,62,39,6,0,5,0,0,3,0,0,0,2,9,1,0,1,7,3,7
ZCTA5 94129,3183,2970,2550,69,12,250,37,55,51,36,34,11,26,21,2,18,1,0,68,213
ZCTA5 94130,2880,2585,1011,724,37,525,10,215,68,8,153,27,44,28,14,2,6,6,260,295
ZCTA5 94131,26881,25377,18080,1233,117,4965,388,2659,697,480,256,134,351,66,18,15,22,11,916,1504
ZCTA5 94132,28129,26644,11128,2422,113,11454,382,6808,1568,424,732,568,972,94,14,13,40,27,1433,1485
ZCTA5 94133,26237,25542,10863,579,36,13577,319,12233,278,145,140,157,305,43,7,3,25,8,444,695
ZCTA5 94134,40798,39129,6620,3903,198,23007,118,16091,4064,103,95,1520,1016,640,7,18,514,101,4761,1669
ZCTA5 94158,4792,4545,2280,177,21,1939,263,978,98,128,250,60,162,16,1,2,8,5,112,247
ZCTA5 94301,16995,16289,12896,332,24,2745,542,1429,99,219,184,85,187,28,2,2,2,22,264,706
ZCTA5 94303,45467,43376,18112,4954,138,7010,1227,3822,416,434,559,202,350,2162,22,2,356,1782,11000,2091
ZCTA5 94304,3627,3511,2380,69,6,997,117,320,45,158,272,32,53,10,1,3,0,6,49,116
ZCTA5 94305,13862,12789,7973,651,86,3785,672,1701,170,128,562,199,353,28,11,6,5,6,266,1073
ZCTA5 94306,26469,25332,16035,552,70,7806,1129,4458,262,574,839,171,373,61,10,6,6,39,808,1137
ZCTA5 94401,34429,32332,16520,1226,250,5464,455,2132,1645,583,189,111,349,1323,57,40,80,1146,7549,2097
ZCTA5 94402,23981,22676,16381,285,60,4442,338,2120,755,612,247,43,327,207,20,12,31,144,1301,1305
ZCTA5 94403,39642,37428,24065,778,191,8571,867,3685,2023,947,331,166,552,481,23,21,51,386,3342,2214
ZCTA5 94404,33749,32052,15817,636,42,14670,3600,6846,1493,1324,535,193,679,193,22,21,13,137,694,1697
ZCTA5 94501,60212,55791,31257,4350,398,17178,598,6985,4760,567,987,1784,1497,354,71,118,84,81,2254,4421
ZCTA5 94502,13600,12756,6203,409,28,5880,195,3651,659,269,509,257,340,27,6,11,2,8,209,844
ZCTA5 94503,19681,18391,7686,1558,142,6424,415,386,4955,39,71,194,364,176,15,104,30,27,2405,1290
ZCTA5 94505,13403,12631,10924,548,87,522,40,87,250,43,13,44,45,51,26,3,1,21,499,772
ZCTA5 94506,22452,21469,16149,366,38,4685,930,1954,529,202,484,138,448,18,4,2,0,12,213,983
ZCTA5 94507,14889,14401,12947,77,19,1210,164,530,176,112,103,26,99,22,5,7,1,9,126,488
ZCTA5 94508,3661,3451,2660,152,27,353,18,44,114,24,98,8,47,5,1,0,3,1,254,210
ZCTA5 94509,62439,57867,34381,8702,653,3800,355,474,2059,86,77,252,497,468,53,68,91,256,9863,4572
ZCTA5 94510,27088,25286,19634,1511,135,3008,243,499,1678,157,142,82,207,102,19,41,13,29,896,1802
ZCTA5 94511,2137,2067,1843,40,15,46,0,6,26,3,2,5,4,4,2,1,0,1,119,70
ZCTA5 94512,108,107,79,2,0,4,0,0,1,0,0,0,3,3,0,3,0,0,19,1
ZCTA5 94513,54605,50900,37336,3422,357,4141,449,503,2198,149,177,233,432,207,48,55,28,76,5437,3705
ZCTA5 94514,1360,1302,963,62,12,16,5,6,3,1,0,0,1,11,1,1,3,6,238,58
ZCTA5 94515,7050,6667,5399,33,40,94,4,27,34,10,8,1,10,12,3,3,0,6,1089,383
ZCTA5 94516,211,204,188,2,2,12,0,1,6,0,3,0,2,0,0,0,0,0,0,7
ZCTA5 94517,12385,11823,10492,187,53,760,103,179,225,98,60,23,72,19,6,7,0,6,312,562
ZCTA5 94518,26778,25016,18122,854,157,3210,407,795,1067,208,196,202,335,152,21,26,11,94,2521,1762
ZCTA5 94519,18453,17293,12985,499,180,1716,192,324,763,110,47,120,160,146,11,12,23,100,1767,1160
ZCTA5 94520,37208,34891,19740,1880,295,3216,345,548,1367,100,131,301,424,372,32,17,63,260,9388,2317
ZCTA5 94521,41249,38648,29244,1155,229,5501,701,1257,2165,337,313,193,535,152,24,37,24,67,2367,2601
ZCTA5 94523,33569,31720,25148,697,128,4598,439,1455,1014,425,571,200,494,65,15,15,1,34,1084,1849
ZCTA5 94525,3127,2933,2495,152,31,108,6,19,60,6,3,5,9,24,4,1,7,12,123,194
ZCTA5 94526,31102,29910,26578,231,47,2606,445,1078,419,210,131,78,245,59,16,8,11,24,389,1192
ZCTA5 94528,964,940,897,0,1,37,0,21,5,5,0,0,6,0,0,0,0,0,5,24
ZCTA5 94530,23877,22334,12741,1860,111,6495,436,3168,506,928,315,140,1002,38,12,6,2,18,1089,1543
ZCTA5 94531,40290,36937,15945,8975,236,6912,609,918,3791,126,137,484,847,350,28,70,119,133,4519,3353
ZCTA5 94533,69277,62897,29074,12261,660,8800,802,540,5408,419,233,417,981,913,85,416,173,239,11189,6380
ZCTA5 94534,36416,33628,20111,4014,213,6908,1066,619,4142,213,213,219,436,212,30,109,19,54,2170,2788
ZCTA5 94535,3793,3419,2442,461,18,274,8,6,194,11,9,2,44,52,9,30,2,11,172,374
ZCTA5 94536,68790,64063,28394,2747,420,26599,10169,7155,4680,621,814,1110,2050,464,70,74,88,232,5439,4727
ZCTA5 94538,61148,57173,22536,2521,365,25068,8898,6859,4378,342,783,1585,2223,436,85,90,54,207,6247,3975
ZCTA5 94539,50031,48270,11854,588,92,34985,11062,17578,1392,494,1051,1696,1712,92,18,33,4,37,659,1761
ZCTA5 94541,61635,57263,24923,8965,725,7848,698,1644,3499,282,256,791,678,1101,105,100,171,725,13701,4372
ZCTA5 94542,12717,11752,5494,1852,86,2972,558,1058,698,159,148,133,218,187,7,16,38,126,1161,965
ZCTA5 94544,73026,67814,24152,8141,606,14305,2100,2194,6959,275,227,1689,861,2719,142,154,478,1945,17891,5212
ZCTA5 94545,29707,27642,8499,2822,325,10448,1241,1542,5629,161,109,1248,518,1110,54,51,95,910,4438,2065
ZCTA5 94546,42209,39437,26638,2502,263,6984,495,3344,1197,362,610,434,542,303,45,38,37,183,2747,2772
ZCTA5 94547,24092,22608,5319,4562,102,10959,1081,2041,6038,226,259,401,913,102,19,9,24,50,1564,1484
ZCTA5 94548,412,384,351,7,3,6,0,0,4,0,0,0,2,1,0,0,0,1,16,28
ZCTA5 94549,26864,25762,22811,197,71,2387,257,1071,271,266,280,61,181,30,8,6,1,15,266,1102
ZCTA5 94550,46896,44579,37291,884,230,3468,772,746,1010,222,195,224,299,145,60,34,22,29,2561,2317
ZCTA5 94551,36867,34765,25533,842,254,3495,872,581,1270,165,155,176,276,135,31,32,28,44,4506,2102
ZCTA5 94552,14454,13631,7259,589,42,5368,505,3227,630,161,362,159,324,68,8,8,10,42,305,823
ZCTA5 94553,47065,44204,36159,1578,346,3554,363,791,1359,286,254,145,356,193,43,39,27,84,2374,2861
ZCTA5 94555,34143,32022,7558,1247,100,21680,8582,6526,3835,259,411,858,1209,177,22,41,20,94,1260,2121
ZCTA5 94556,15229,14486,11725,175,26,2341,210,1275,179,219,224,47,187,14,1,1,6,6,205,743
ZCTA5 94558,66830,64574,51624,654,491,1578,133,286,478,308,152,74,147,136,42,45,4,45,10091,2256
ZCTA5 94559,27184,26102,20256,189,265,557,78,97,171,75,38,23,75,29,13,10,1,5,4806,1082
ZCTA5 94560,42573,39774,17566,2002,279,11571,2500,2612,4054,252,261,980,912,621,31,56,119,415,7735,2799
ZCTA5 94561,36515,33950,23473,2611,332,2256,219,225,1311,63,38,110,290,143,30,34,34,45,5135,2565
ZCTA5 94563,17672,16890,14551,148,21,2025,185,1133,119,169,158,58,203,24,1,2,1,20,121,782
ZCTA5 94564,18287,17026,8462,2445,147,4168,318,918,1793,188,137,285,529,63,13,6,12,32,1741,1261
ZCTA5 94565,84641,78607,31980,13656,742,12013,1442,942,7410,155,146,1035,883,792,49,66,129,548,19424,6034
ZCTA5 94566,40884,39041,29379,585,144,7558,2065,2812,719,320,886,223,533,60,19,18,5,18,1315,1843
ZCTA5 94567,623,582,519,1,8,9,1,3,3,1,0,1,0,1,0,0,0,1,44,41
ZCTA5 94568,46016,43273,23628,4347,246,12310,3109,3629,2562,376,940,720,974,287,84,66,53,84,2455,2743
ZCTA5 94569,198,189,177,3,2,7,0,1,6,0,0,0,0,0,0,0,0,0,0,9
ZCTA5 94571,7911,7620,6436,373,63,371,14,81,183,44,12,5,32,22,13,8,0,1,355,291
ZCTA5 94572,8684,7995,3796,1407,53,1792,371,133,938,32,14,34,270,62,16,4,13,29,885,689
ZCTA5 94573,94,89,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5
ZCTA5 94574,8742,8525,6941,44,54,160,21,20,54,25,13,2,25,14,7,5,0,2,1312,217
ZCTA5 94575,974,905,629,108,5,76,4,13,34,5,2,5,13,11,6,1,1,3,76,69
ZCTA5 94576,164,158,144,1,4,6,0,0,3,1,1,0,1,0,0,0,0,0,3,6
ZCTA5 94577,45560,42906,18380,5877,389,11290,307,4559,3989,260,302,1199,674,352,45,91,84,132,6618,2654
ZCTA5 94578,38558,36368,12852,7824,312,7955,293,3803,2308,159,186,678,528,376,32,65,105,174,7049,2190
ZCTA5 94579,20571,19535,7275,1359,141,8742,173,4600,2372,104,91,1083,319,122,16,30,24,52,1896,1036
ZCTA5 94580,27152,25440,12037,1709,275,6576,197,2428,2630,183,82,611,445,219,28,36,60,95,4624,1712
ZCTA5 94582,38537,36459,16168,1208,74,18345,5965,6205,2154,381,1817,513,1310,65,19,26,4,16,599,2078
ZCTA5 94583,34859,33031,23141,883,133,7802,2357,2436,1277,273,510,352,597,92,11,28,4,49,980,1828
ZCTA5 94585,28263,25460,10970,5714,197,5332,275,215,3598,134,56,332,722,338,37,149,42,110,2909,2803
ZCTA5 94586,925,871,787,1,6,51,19,9,6,13,1,2,1,7,2,4,0,1,19,54
ZCTA5 94587,69516,64879,16640,4402,329,35363,7966,7618,13953,385,650,2559,2232,892,104,94,146,548,7253,4637
ZCTA5 94588,30842,29275,18885,620,95,8888,3202,2881,811,307,1011,208,468,75,14,11,6,44,712,1567
ZCTA5 94589,29876,27772,7615,7313,134,7995,147,228,7133,71,27,147,242,366,19,173,74,100,4349,2104
ZCTA5 94590,35420,32693,13919,8848,289,4361,210,209,3553,71,35,64,219,293,49,89,66,89,4983,2727
ZCTA5 94591,53042,49014,17554,9886,372,16584,789,653,13824,146,166,369,637,630,67,203,157,203,3988,4028
ZCTA5 94592,742,674,274,84,4,277,18,26,190,3,11,19,10,1,0,1,0,0,34,68
ZCTA5 94595,16425,15966,14313,180,26,1238,83,534,209,200,104,32,76,39,7,2,1,29,170,459
ZCTA5 94596,20037,19132,15702,446,34,2143,347,758,382,175,195,44,242,26,8,7,3,8,781,905
ZCTA5 94597,20277,19204,15058,495,74,2895,536,902,620,244,301,61,231,48,14,10,3,21,634,1073
ZCTA5 94598,25818,24675,19966,284,68,3905,631,1560,677,290,414,79,254,53,7,15,12,19,399,1143
ZCTA5 94599,3021,2920,2703,38,31,51,3,12,12,15,7,0,2,0,0,0,0,0,97,101
ZCTA5 94601,50294,47732,12774,9256,867,8941,94,3369,1037,72,88,1934,2347,362,10,22,32,298,15532,2562
ZCTA5 94602,28329,26554,12929,5082,200,6570,112,3782,638,242,174,692,930,86,10,3,1,72,1687,1775
ZCTA5 94603,31403,30017,6423,11867,232,1396,56,471,274,20,17,233,325,441,21,11,50,359,9658,1386
ZCTA5 94605,39016,36779,8538,20566,249,2488,104,1017,427,147,125,293,375,364,14,24,40,286,4574,2237
ZCTA5 94606,36672,34860,7627,7146,256,15531,169,8727,589,118,166,3053,2709,139,16,18,15,90,4161,1812
ZCTA5 94607,24978,23672,4967,9607,154,7192,132,5518,384,98,224,360,476,45,16,8,4,17,1707,1306
ZCTA5 94608,28019,26244,9905,10215,187,4330,639,1459,614,235,519,326,538,67,16,4,19,28,1540,1775
ZCTA5 94609,20596,19207,9596,6847,153,1624,153,432,276,129,163,230,241,45,9,10,5,21,942,1389
ZCTA5 94610,29287,27458,16662,5447,119,4291,247,2205,548,271,302,255,463,45,6,7,15,17,894,1829
ZCTA5 94611,36565,34342,25292,3043,104,5174,345,2669,430,480,562,161,527,57,16,10,11,20,672,2223
ZCTA5 94612,14389,13595,4005,4254,89,4339,139,2699,393,58,266,212,572,43,15,6,10,12,865,794
ZCTA5 94613,715,636,406,73,4,88,2,24,13,11,11,4,23,1,0,0,0,1,64,79
ZCTA5 94618,16046,15161,12310,789,44,1746,229,698,176,227,198,52,166,10,2,1,2,5,262,885
ZCTA5 94619,23299,21810,8349,6252,175,5183,130,2805,530,178,144,707,689,129,17,9,11,92,1722,1489
ZCTA5 94621,29870,28422,6068,10906,256,1275,40,296,200,22,4,404,309,409,8,15,27,359,9508,1448
ZCTA5 94702,15979,14868,8277,3593,129,1898,195,658,226,284,93,98,344,53,7,3,12,31,918,1111
ZCTA5 94703,19846,18440,10985,3637,92,2579,277,971,240,335,152,145,459,32,7,5,5,15,1115,1406
ZCTA5 94704,25592,24000,12082,1173,95,9505,1189,4521,646,331,1380,568,870,31,8,7,4,12,1114,1592
ZCTA5 94705,12762,12141,9885,493,40,1442,201,600,98,200,178,47,118,22,3,4,4,11,259,621
ZCTA5 94706,19615,18316,10907,707,89,5945,350,3012,227,579,1052,93,632,39,15,4,4,16,629,1299
ZCTA5 94707,11710,11106,9551,241,29,1146,146,508,94,256,53,19,70,7,1,1,0,5,132,604
ZCTA5 94708,10985,10387,8875,209,15,1124,175,509,55,185,91,24,85,15,1,2,7,5,149,598
ZCTA5 94709,11806,11140,7640,342,28,2896,383,1496,136,189,294,107,291,18,1,6,8,3,216,666
ZCTA5 94710,6948,6429,3105,1557,53,714,102,190,99,72,38,72,141,16,2,4,3,7,984,519
ZCTA5 94720,2964,2757,1311,92,9,1172,155,549,97,35,183,51,102,0,0,0,0,0,173,207
ZCTA5 94801,29395,27971,9552,6452,191,1748,84,418,523,51,57,104,511,130,30,7,43,50,9898,1424
ZCTA5 94803,24904,23014,11132,4084,200,5199,983,1372,1544,221,177,228,674,156,15,31,17,93,2243,1890
ZCTA5 94804,38559,36404,11324,12415,245,3928,275,1300,706,284,102,141,1120,238,6,24,69,139,8254,2155
ZCTA5 94805,13648,12711,6321,2060,107,2004,150,715,333,174,52,128,452,63,4,3,12,44,2156,937
ZCTA5 94806,59861,56690,18858,11911,447,10472,779,2002,3859,210,172,1078,2372,339,31,39,100,169,14663,3171
ZCTA5 94850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCTA5 94901,41157,38911,27925,738,597,2125,182,515,319,160,135,560,254,94,8,25,12,49,7432,2246
ZCTA5 94903,29040,27829,23154,609,167,2215,388,623,335,296,159,191,223,65,11,8,4,42,1619,1211
ZCTA5 94904,11995,11541,10517,150,22,535,76,200,62,83,45,17,52,13,4,2,0,7,304,454
ZCTA5 94920,12474,12017,11141,92,18,639,95,265,47,85,66,17,64,16,3,0,1,12,111,457
ZCTA5 94922,425,410,329,2,2,3,0,2,1,0,0,0,0,0,0,0,0,0,74,15
ZCTA5 94923,1411,1368,1265,6,4,35,5,8,1,15,5,0,1,5,1,0,1,3,53,43
ZCTA5 94924,1638,1554,1421,28,10,17,0,2,5,4,1,0,5,14,0,10,0,4,64,84
ZCTA5 94925,9253,8826,7808,87,15,625,91,227,58,97,75,14,63,29,3,5,0,21,262,427
ZCTA5 94928,43170,40696,32950,810,420,2277,334,449,575,180,187,183,369,183,41,7,43,92,4056,2474
ZCTA5 94929,264,254,247,0,3,4,0,2,1,1,0,0,0,0,0,0,0,0,0,10
ZCTA5 94930,8500,8167,7586,115,37,236,34,68,35,44,20,10,25,5,1,0,0,4,188,333
ZCTA5 94931,8470,8024,6978,139,81,307,17,60,56,49,23,26,76,34,5,5,2,22,485,446
ZCTA5 94933,865,837,787,16,6,5,0,0,1,1,0,2,1,0,0,0,0,0,23,28
ZCTA5 94937,837,816,729,9,2,10,1,2,2,2,1,0,2,2,0,0,0,2,64,21
ZCTA5 94938,812,779,739,7,6,6,1,1,0,2,0,0,2,1,0,0,0,1,20,33
ZCTA5 94939,6859,6610,6107,75,14,264,40,81,31,54,20,17,21,8,3,0,0,5,142,249
ZCTA5 94940,268,265,238,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,23,3
ZCTA5 94941,30496,29307,26469,337,68,1970,294,628,157,322,331,71,167,59,14,2,1,42,404,1189
ZCTA5 94945,17167,16496,13757,320,108,1059,155,324,158,125,95,75,127,29,13,1,5,10,1223,671
ZCTA5 94946,699,687,624,5,1,12,2,3,1,5,1,0,0,1,1,0,0,0,44,12
ZCTA5 94947,24283,23169,18935,627,106,1465,242,479,270,121,93,100,160,56,8,3,5,40,1980,1114
ZCTA5 94949,17202,16276,12780,523,94,1150,208,343,206,94,65,134,100,39,15,12,5,7,1690,926
ZCTA5 94950,89,87,72,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14,2
ZCTA5 94951,4124,3979,3618,37,35,101,12,22,27,21,1,8,10,7,1,0,2,4,181,145
ZCTA5 94952,32858,31611,28108,332,195,697,80,194,163,117,44,12,87,68,16,8,7,37,2211,1247
ZCTA5 94954,37365,35818,29089,595,244,2123,399,605,415,171,95,150,288,87,21,15,10,41,3680,1547
ZCTA5 94956,1756,1701,1495,14,9,23,3,8,4,5,1,0,2,2,0,0,0,2,158,55
ZCTA5 94957,1332,1291,1255,2,2,21,0,3,5,4,5,3,1,0,0,0,0,0,11,41
ZCTA5 94960,15740,15204,14250,120,55,575,47,160,53,87,154,22,52,25,8,1,2,14,179,536
ZCTA5 94963,569,548,536,5,2,3,0,2,0,1,0,0,0,0,0,0,0,0,2,21
ZCTA5 94964,5094,4995,2060,2003,124,72,12,6,26,1,3,13,11,13,1,1,5,6,723,99
ZCTA5 94965,10847,10479,8463,1094,33,667,131,176,89,67,37,91,76,32,12,7,7,6,190,368
ZCTA5 94970,683,668,629,4,8,17,0,7,2,2,0,0,6,1,0,0,0,1,9,15
ZCTA5 94971,337,332,315,2,3,5,1,1,0,3,0,0,0,0,0,0,0,0,7,5
ZCTA5 94972,52,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4
ZCTA5 94973,1429,1359,1304,4,4,28,2,5,3,10,5,1,2,4,2,0,0,2,15,70
ZCTA5 95002,2077,1983,785,44,27,361,51,67,106,5,12,92,28,7,3,0,0,4,759,94
ZCTA5 95003,23974,23024,20828,185,157,839,104,185,173,172,82,40,83,29,15,4,1,9,986,950
ZCTA5 95004,3918,3699,2874,29,58,79,1,8,34,29,4,1,2,4,4,0,0,0,655,219
ZCTA5 95005,6311,6021,5741,37,50,71,8,10,21,14,7,0,11,5,1,0,2,2,117,290
ZCTA5 95006,8979,8588,8131,76,61,137,18,24,25,35,8,2,25,19,12,1,3,3,164,391
ZCTA5 95007,676,640,598,1,5,4,0,0,4,0,0,0,0,3,2,0,1,0,29,36
ZCTA5 95008,45260,42550,29980,1344,310,7681,1196,2248,859,842,879,1086,571,182,35,31,36,80,3053,2710
ZCTA5 95010,9137,8718,7444,113,52,375,46,56,121,41,33,21,57,9,3,3,1,2,725,419
ZCTA5 95012,10320,9766,5043,135,142,271,10,5,189,35,13,4,15,16,6,4,0,6,4159,554
ZCTA5 95013,80,79,30,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,45,1
ZCTA5 95014,60717,58686,19128,394,122,38259,13776,16896,615,2041,2865,791,1275,55,13,22,8,12,728,2031
ZCTA5 95017,834,784,646,12,10,18,0,2,13,2,1,0,0,1,0,0,0,1,97,50
ZCTA5 95018,7778,7450,7074,53,59,113,7,19,34,21,7,7,18,22,8,5,3,6,129,328
ZCTA5 95019,7727,7360,3389,70,95,219,1,37,139,31,0,1,10,0,0,0,0,0,3587,367
ZCTA5 95020,57349,54507,34282,1025,944,3907,473,704,1315,372,201,498,344,120,27,19,20,54,14229,2842
ZCTA5 95023,48841,46472,30786,428,791,1279,110,140,636,150,65,68,110,81,25,24,6,26,13107,2369
ZCTA5 95030,12791,12362,10997,61,28,1166,226,468,79,154,61,87,91,7,4,1,0,2,103,429
ZCTA5 95032,25089,23860,19979,235,78,3078,612,966,232,413,349,307,199,52,12,9,4,27,438,1229
ZCTA5 95033,9372,9016,8434,36,36,343,42,118,31,62,19,38,33,8,5,3,0,0,159,356
ZCTA5 95035,66943,63842,13821,1970,313,41570,6353,10002,11555,404,711,10367,2178,347,30,107,78,132,5821,3101
ZCTA5 95037,45579,42922,30191,808,410,4569,732,990,971,506,213,795,362,156,37,45,21,53,6788,2657
ZCTA5 95039,1377,1304,795,24,28,28,0,0,14,9,1,3,1,5,1,0,1,3,424,73
ZCTA5 95041,160,158,145,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,10,2
ZCTA5 95043,639,622,549,2,6,2,0,0,1,1,0,0,0,1,0,0,1,0,62,17
ZCTA5 95045,4046,3836,2518,41,81,141,5,16,45,31,16,10,18,9,3,2,1,3,1046,210
ZCTA5 95046,6417,6089,3984,30,71,435,53,124,95,59,23,63,18,19,6,10,0,3,1550,328
ZCTA5 95050,35923,33769,19772,1174,228,8439,2654,1406,1348,390,580,1189,872,218,34,46,34,104,3938,2154
ZCTA5 95051,54327,51669,24201,1197,238,21684,8209,4453,2537,918,2243,2095,1229,308,40,36,96,136,4041,2658
ZCTA5 95053,2206,2009,1404,83,3,390,50,109,50,70,23,17,71,6,3,2,0,1,123,197
ZCTA5 95054,23364,22192,6523,700,109,13252,4968,2186,3253,337,640,1175,693,115,11,28,18,58,1493,1172
ZCTA5 95060,46377,44006,35813,815,349,2729,294,1011,437,289,214,170,314,86,38,8,16,24,4214,2371
ZCTA5 95062,36079,34319,28277,461,340,1349,69,335,376,162,110,115,182,62,26,6,7,23,3830,1760
ZCTA5 95064,7331,6719,4207,138,29,1573,147,801,133,87,115,139,151,12,1,1,2,8,760,612
ZCTA5 95065,8113,7767,6611,92,44,265,43,66,47,61,10,8,30,12,3,1,1,7,743,346
ZCTA5 95066,14749,14086,12825,112,72,684,154,182,87,83,83,31,64,20,6,8,2,4,373,663
ZCTA5 95070,30617,29534,16619,96,42,12526,2967,6845,227,680,877,465,465,29,13,4,0,12,222,1083
ZCTA5 95073,10154,9648,8580,67,75,285,14,64,71,56,40,15,25,16,6,3,0,7,625,506
ZCTA5 95075,331,315,274,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,38,16
ZCTA5 95076,82474,78701,42202,610,1170,2671,160,306,1245,706,76,58,120,93,34,19,22,18,31955,3773
ZCTA5 95110,18730,17743,8690,697,268,1894,371,354,383,156,107,316,207,65,8,9,25,23,6129,987
ZCTA5 95111,58466,55898,17858,2089,626,19784,769,1123,2196,154,144,14138,1260,310,19,64,142,85,15231,2568
ZCTA5 95112,55927,52952,24584,2475,740,13136,1741,2488,2179,755,340,4807,826,242,50,39,58,95,11775,2975
ZCTA5 95113,893,867,385,134,13,291,21,188,28,7,10,23,14,2,0,1,0,1,42,26
ZCTA5 95116,51496,49186,17419,1264,683,12287,654,1261,3828,58,151,5364,971,199,14,32,83,70,17334,2310
ZCTA5 95117,30067,28436,14978,1605,284,6146,975,1807,803,578,697,828,458,204,8,29,112,55,5219,1631
ZCTA5 95118,31932,29973,21618,682,276,4119,609,930,670,512,308,749,341,118,21,25,17,55,3160,1959
ZCTA5 95119,9970,9317,5869,362,91,1850,375,310,383,134,38,453,157,46,10,10,12,14,1099,653
ZCTA5 95120,37457,35774,23692,288,111,11090,2330,5000,328,860,1505,665,402,63,11,9,11,32,530,1683
ZCTA5 95121,37469,36001,8551,1191,291,19577,1809,1553,3417,165,97,11158,1378,167,15,38,64,50,6224,1468
ZCTA5 95122,56545,54356,16115,1340,659,16944,466,1321,4240,58,42,9244,1573,369,15,26,238,90,18929,2189
ZCTA5 95123,62228,57901,34769,2599,683,11681,1936,1995,1998,715,660,3453,924,268,46,64,66,92,7901,4327
ZCTA5 95124,47082,44445,33884,772,291,6517,1029,1782,730,817,719,914,526,158,42,11,23,82,2823,2637
ZCTA5 95125,51939,49229,35907,1584,432,5969,1088,1327,984,632,272,1196,470,199,34,33,33,99,5138,2710
ZCTA5 95126,31049,29096,16918,1685,404,4332,819,1046,837,303,317,614,396,135,33,19,43,40,5622,1953
ZCTA5 95127,61325,58137,24885,1430,788,12766,815,1381,4139,317,159,5027,928,328,44,29,152,103,17940,3188
ZCTA5 95128,34836,32850,19992,1490,402,4838,555,1077,1156,457,313,854,426,180,26,22,30,102,5948,1986
ZCTA5 95129,38720,37322,13208,544,121,22352,5464,11357,645,1328,2138,628,792,90,22,23,13,32,1007,1398
ZCTA5 95130,13911,13107,8004,479,100,3479,610,1336,256,349,323,356,249,60,13,10,8,29,985,804
ZCTA5 95131,28565,27558,4680,759,113,20122,2336,6603,4467,254,366,4856,1240,129,20,32,56,21,1755,1007
ZCTA5 95132,40299,38471,9803,1025,223,24418,2245,6112,5148,545,418,8743,1207,188,16,42,63,67,2814,1828
ZCTA5 95133,25401,24363,4981,643,179,15438,1410,2491,3858,300,108,6298,973,127,21,25,36,45,2995,1038
ZCTA5 95134,15268,14546,5150,648,82,7756,3609,1599,618,422,531,557,420,40,6,11,17,6,870,722
ZCTA5 95135,20120,19327,7400,425,74,10575,3378,2456,1070,179,243,2521,728,51,14,9,15,13,802,793
ZCTA5 95136,42989,40492,20335,2143,298,11921,2120,1500,1979,472,497,4467,886,175,23,34,64,54,5620,2497
ZCTA5 95138,18889,17916,7066,579,83,8845,2039,1419,1243,212,423,2915,594,40,6,8,15,11,1303,973
ZCTA5 95139,6748,6290,4086,262,91,1057,191,224,165,74,40,279,84,24,16,6,0,2,770,458
ZCTA5 95140,191,175,162,2,0,7,0,0,0,1,0,2,4,0,0,0,0,0,4,16
ZCTA5 95148,45528,43662,9701,1470,332,26023,3644,3338,6261,239,202,10608,1731,179,11,34,77,57,5957,1866
ZCTA5 95202,6521,6053,2731,1258,142,586,19,61,262,7,12,5,220,11,3,2,3,3,1325,468
ZCTA5 95203,15696,14458,7018,1593,328,1259,55,162,431,42,5,14,550,68,9,25,13,21,4192,1238
ZCTA5 95204,27786,25591,16559,1650,442,2444,82,274,802,199,40,51,996,104,24,18,35,27,4392,2195
ZCTA5 95205,38069,35680,15494,3109,647,2680,88,48,608,42,7,76,1811,111,7,28,22,54,13639,2389
ZCTA5 95206,65004,61067,15480,9568,587,12277,1207,393,7219,120,33,291,3014,362,41,31,82,208,22793,3937
ZCTA5 95207,47965,44139,22401,5856,549,7149,304,907,1972,300,84,506,3076,362,30,53,120,159,7822,3826
ZCTA5 95209,39488,36612,18251,4401,324,9297,617,658,3309,316,110,1390,2897,238,38,25,36,139,4101,2876
